borough,ownername,lotarea,bldgarea,assesstot,bbl,latitude,longitude
MN,ONE HUDSON PARK INC,16026.0,78306.0,13233150.0,1001440001,40.716467308568,-74.00886684922949
MN,"67 READE, LLC",3762.0,19000.0,3468150.0,1001490006,40.714815094650895,-74.00694396324259
MN,3 DOYERS STREET LLC,1700.0,5700.0,691650.0,1001620033,40.714241631527706,-73.997994384238
MN,EASTERN PELL REALTYCORP.,3935.0,22270.0,1603350.0,1001630002,40.7149031136369,-73.99770939092059
MN,HOK SAN REALTY CORP,1458.0,8621.0,1267200.0,1001630015,40.7152215202722,-73.9986075916088
MN,KUE MEE REALTY CORP,1387.0,7123.0,864000.0,1001630014,40.7150760490001,-73.99869777634159
MN,61 BAYARD ST REALTYCORP,2250.0,9750.0,630900.0,1001630024,40.7152571936741,-73.9980268191771
MN,COLLECT POND HOUSE INC,7501.0,93378.0,10744650.0,1001720001,40.7173871031984,-74.0030915356572
MN,65 FRANKLIN LLC,6443.0,31500.0,3653100.0,1001710007,40.717186728652294,-74.0033440431022
MN,"ZCAM, LLC",1869.0,8971.0,1199250.0,1001750016,40.7185947423497,-74.0047185553217
MN,"MAPLE C 250 CHURCH OWNER, LLC",13606.0,202000.0,17263800.0,1001770002,40.7180676990406,-74.0058007469114
MN,YM5 LLC,705.0,2820.0,113400.0,1001780021,40.719283618126,-74.0059848350091
MN,SAMUELSEN 23 LEONARD LLC,2298.0,14350.0,4886100.0,1001790047,40.7187153594603,-74.0075720684647
MN,"CONSOLIDATED EDISON CO.OF N.Y.,INC.",112893.0,0.0,0.0,1010970011,40.765999353434204,-73.99588818053971
MN,PORT AUTHORITY OF NY AND NJ,6457.0,0.0,0.0,1005790009,40.725615699088394,-74.0073058724719
MN,NYC POLICE DEPARTMENT,10821.0,23300.0,3164400.0,1001900033,40.7202469659277,-74.00708883109309
MN,CITY STUDIOS INC,3450.0,20080.0,6345450.0,1004960005,40.72310169905111,-73.9972040308283
MN,FLORENTINE REALTY CORP,7604.0,43300.0,3636000.0,1001950002,40.718012922758,-74.0025035541328
MN,388 BROADWAY OWNERS LLC,4886.0,24000.0,2911500.0,1001950003,40.7180980117065,-74.00243862356541
MN,NAZWIN ASSOCIATES INC,4849.0,24000.0,2706750.0,1001950004,40.71816388707521,-74.00238451445259
MN,BAUM STELLA,4849.0,24000.0,1687950.0,1001950005,40.71822701765821,-74.00233040513679
MN,BRIDGETON 396 BROADWAY FEE LLC,5052.0,61219.0,11799000.0,1001950007,40.718358768404705,-74.0022149714899
MN,LEUNG CHUNG HOW REALTY CORP,1181.0,4600.0,593100.0,1002010011,40.716418223718904,-73.9978211664028
MN,"NYJE, LLC",3151.0,8510.0,2378250.0,1002030025,40.7168161706072,-73.99616176690479
MN,CHEW LUN-LUN HING ASSOC,7044.0,42000.0,3291750.0,1002040001,40.7171345948153,-73.9972872508677
MN,ELDAD RLTY CORP,7052.0,45700.0,4298850.0,1002040024,40.7170220517297,-73.9969698066177
MN,MATERA FAMILY LIMITED PARTNERSHIP,1780.0,1700.0,680850.0,1002100001,40.7200357805138,-74.0036291814132
MN,TAI LOY CORP,2450.0,12250.0,1173150.0,1002100010,40.7199177702914,-74.003138550933
MN,322 EQUITIES ASSOCS,1826.0,2000.0,487800.0,1002100011,40.7199397313589,-74.0030267185062
MN,"431-433 WASHINGTON, LLC",1592.0,9552.0,2892150.0,1002230024,40.723169904694295,-74.0101484765751
MN,TRIBECA TOWER INC,5106.0,44400.0,13563000.0,1002230021,40.72299972747221,-74.01017370453759
MN,"375 CANAL, LLC",2203.0,8700.0,2402550.0,1002280010,40.7214575415395,-74.004325528174
MN,335 CANAL STREET,13090.0,78292.0,5806350.0,1002290001,40.7208235401624,-74.00316023906079
MN,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,18964.0,0.0,0.0,1021010117,40.8285732117617,-73.9550562700716
MN,GROOSTER COOPERATIVE CORP,9302.0,42240.0,5261850.0,1002290020,40.7216442271552,-74.00300515017621
MN,GRAND LOFT CORP,14898.0,76492.0,12335400.0,1002290022,40.7216112985717,-74.00265881702941
MN,MORGANE GREENE INC.,4924.0,25750.0,4471200.0,1002300020,40.7211199940393,-74.00232329110479
MN,36 GREENE STREET CORP,1380.0,6900.0,2430450.0,1002300025,40.7214411327249,-74.00222589676859
MN,B.M.S. REALTY ASSOCIATES INC.,4613.0,42000.0,3223350.0,1000410024,40.7070967203568,-74.0084724576792
MN,"4143 CA, LLC",5000.0,18750.0,4702050.0,1005860038,40.730194125244495,-74.0036838559461
MN,59 MAIDEN LANE ASSOC LLC,59391.0,1073000.0,107607600.0,1000670001,40.7086585258565,-74.0079821150016
MN,GOPHER GROUP LLC,1155.0,1916.0,1020150.0,1005930043,40.7337898113129,-74.00057371665291
MN,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,158428.0,0.0,529650.0,1020040092,40.8202945492804,-73.9609510051441
MN,YEE & YEE REAL ESTATE LLC,1911.0,9300.0,1063800.0,1002380012,40.7188225993663,-73.9964502489991
MN,NEW REMAINDERMAN 435 HUDSON LLC,24500.0,245330.0,35294400.0,1006020068,40.7306248871115,-74.0071765297238
MN,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,6058.0,2580.0,225000.0,1014850058,40.766724372542704,-73.9504735133923
MN,"108 BOWERY,",4140.0,15231.0,1847700.0,1002390027,40.7180348154595,-73.99538249230021
MN,NYC DEPARTMENT OF PARKS AND RECREATION,27000.0,0.0,3193650.0,1013610023,40.753217014354206,-73.96398607284091
MN,46/47 OWNER LLC,4882.0,0.0,1552500.0,1012620035,40.7563552592177,-73.9791623378629
MN,NYS DEPARTMENT OF TRANSPORTATION,24624.0,0.0,616050.0,1001200009,40.711491340100395,-74.00364314449449
MN,NYC DEPARTMENT OF PARKS AND RECREATION,8292.0,0.0,1091250.0,1003710003,40.720767089318,-73.98081130427221
MN,CHONG DIANE,2533.0,6382.0,1200600.0,1002760008,40.7116834526806,-73.9957508548672
MN,19 MONROE STREET REALTY CORP,2538.0,9575.0,797400.0,1002760009,40.7116916836032,-73.99566067722749
MN,J&T LLC.,2188.0,8665.0,451350.0,1002800001,40.713039395756205,-73.99668502222879
MN,FU HIN PROPERTY CORP.,2500.0,9440.0,450450.0,1002800011,40.7131299431261,-73.9957760127922
MN,YEE SHAN BENEVOLENT SOCIETY,1875.0,7500.0,751050.0,1002800030,40.7134290987606,-73.9951808093611
MN,59 EAST BROADWAY LLC,1875.0,10263.0,1372500.0,1002800031,40.7134236129774,-73.99527098921591
MN,WING HING EAST BROADWAY INC,3803.0,21302.0,3850650.0,1002800040,40.713349536602394,-73.9961331091337
MN,CATHERINE STREET ASSOCIATES LLC,2420.0,12383.0,1237050.0,1002800055,40.712929611317705,-73.9969014567843
MN,HENRY MULBERRY RLTYCORP,1546.0,6792.0,690300.0,1002810059,40.713920467364204,-73.99679680177091
MN,TSUNG-SUN SOCIAL CLUB,1763.0,5436.0,772200.0,1002810060,40.7139012564111,-73.99688337559441
MN,EB 149 CORP,2188.0,8328.0,1597950.0,1002830030,40.7137609628399,-73.9909856157308
MN,MESIVTHA TIFERETH,3750.0,14812.0,839700.0,1002830031,40.713766463014395,-73.991122688469
MN,9425 5TH AVE REALTY LLC,1544.0,6225.0,1195650.0,1002830066,40.7141726742066,-73.990949487861
MN,"HOO LEE INC.,",1155.0,4255.0,816300.0,1002830071,40.7141918509059,-73.99049497554729
MN,DA ZHANG CORP,1530.0,6150.0,1179900.0,1002830077,40.7143620504308,-73.990794351294
MN,185 EAST BROADWAY LLC,2608.0,6416.0,1231200.0,1002840018,40.7139117533016,-73.9890124543316
MN,MDI REALTY INC,2608.0,10595.0,1086750.0,1002840020,40.7138980472448,-73.9892000312003
MN,JGMC REALTY LLC,2500.0,9475.0,795150.0,1002920021,40.71510882688529,-73.9938063182193
MN,9 ASSETS LLC,1912.0,8262.0,1117350.0,1002920027,40.7147135899235,-73.993968681113
MN,CHINESE LANDLORDS ASSN,1926.0,8370.0,1080000.0,1002920029,40.7145845895365,-73.99403362312691
MN,FONG LUM CORP,2316.0,14047.0,1391850.0,1002940022,40.7146914991254,-73.9918187639287
MN,CHUANG YE MANSION LLC,947.0,5731.0,747000.0,1002940014,40.7146503684686,-73.99241396435741
MN,"BONANZA GROUP, INC.",1597.0,6750.0,1294650.0,1002940028,40.714565221101296,-73.9915554508996
MN,1 LUDLOW LLC,479.0,2318.0,95820.0,1002940027,40.7145734376747,-73.9913173719812
MN,22 LUDLOW REALTY CORP,2195.0,8755.0,556650.0,1002970008,40.7153007385195,-73.9905453193322
MN,VJHC HOLDING CORP.,2194.0,7749.0,1486350.0,1002970009,40.715366610108205,-73.9905128444368
MN,NAME NOT ON FILE,10820.0,26564.0,3888014.0,1002977502,40.7155642269153,-73.9904406704244
MN,13-15 LUDLOW STREET LLC,3344.0,10179.0,619650.0,1002980026,40.71522941929889,-73.99110445724
MN,VJHC HOLDING CORP.,5545.0,8935.0,2422800.0,1002980028,40.7151031655741,-73.9911730122055
MN,RACSON GROUP INC.,1614.0,6861.0,993150.0,1002990028,40.7154188663813,-73.99189803494691
MN,YUAN TONG BUDDHIST TMPL,3213.0,8856.0,895050.0,1002990035,40.7152047900653,-73.9921144974531
MN,TWO AND THREE ELDRIDGE CORP,2188.0,10080.0,659700.0,1003000005,40.7157977102345,-73.992911642113
MN,SUN REALTY-92 HESTER LLC,1757.0,7028.0,836550.0,1003000015,40.7162066579501,-73.99256890237079
MN,BOWERY 103 LLC,2626.0,10500.0,1024650.0,1003040005,40.717524270826104,-73.9949243878375
MN,271 GRAND STREET REAL ESTATE INC,1250.0,6235.0,746100.0,1003060014,40.717710815650705,-73.9930340906024
MN,UNAVAILABLE OWNER,2483.0,7485.0,414900.0,1003060027,40.7172277189227,-73.9927275134345
MN,81 ELDRIDGE REALTY CORP,2517.0,11376.0,615600.0,1003060028,40.7171645914858,-73.9927599867498
MN,BEST CHOW REALTY INC.,2216.0,9039.0,909450.0,1003070011,40.7170822160557,-73.9922585703863
MN,CHINATOWN SENIOR CTZNS,2166.0,5626.0,682650.0,1003070012,40.717148088112005,-73.99222609631609
MN,58 ORCHARD REALTY CORP,2187.0,9357.0,610200.0,1003090008,40.7166896008771,-73.9907110606514
MN,N & F REALTY CORP,1400.0,4200.0,486450.0,1003090019,40.716813068927,-73.9901555097293
MN,"CJY REALTY,    .",1400.0,4760.0,789300.0,1003090018,40.7168322877829,-73.9902204394214
MN,37 ESSEX STREET CORP.,4375.0,26306.0,3938850.0,1003100027,40.7161433134177,-73.9897660174949
MN,"222 EAST BROADWAY PROPERTY OWNER, LLC",6675.0,0.0,751950.0,1003150040,40.7145840006893,-73.9869165364019
MN,SEWARD PARK HOUSING CORP,18700.0,18752.0,2443500.0,1003150070,40.714814195980296,-73.9840270810587
MN,EAST RIVER HOUSING CORP.,298550.0,1231250.0,43978500.0,1003210001,40.7143219613901,-73.97837828149879
MN,101 ASH LLC,5900.0,71985.0,22860000.0,1008460002,40.737999969928296,-73.9917689913359
MN,MOMART DISCOUNT STRLTD,2692.0,8098.0,3089700.0,1008460054,40.7375139974486,-73.989870989556
MN,872 BROADWAY EQUITIES AS,1400.0,6620.0,2004300.0,1008460052,40.7375908558976,-73.98993232214599
MN,"438-444 ELEVENTH AVENUE TRS, L.L.C.",7406.0,14875.0,1920600.0,1007080017,40.7566425960923,-73.99945857218529
MN,"385 FIFTH AVENUE,",6218.0,88595.0,17019000.0,1008650071,40.7494474162284,-73.98336913387509
MN,THE 1 EAST 35TH STREET CONDOMINIUM,4905.0,97000.0,12227400.0,1008657502,40.7490604104164,-73.98339449424509
MN,SENG & SON,2469.0,6075.0,1771200.0,1008670028,40.749521099965,-73.9806514383465
MN,29 EAST 37 STREET REALTY CORP,2469.0,7179.0,756000.0,1008670029,40.749488150234896,-73.9805756561611
MN,NYC HOUSING AUTHORITY,23058.0,77910.0,3346650.0,1003250001,40.7184085250133,-73.9764181113806
MN,MASARYK TOWERS CORP,357575.0,1191180.0,31656600.0,1003330001,40.7178850974599,-73.98084460078759
MN,NYC DEPARTMENT OF EDUCATION,80750.0,123410.0,18180900.0,1003430001,40.7181216447024,-73.9841164742261
MN,63 PITT STREET OWNERS CORP,2517.0,10070.0,1192950.0,1003430062,40.7179074022316,-73.9830559434925
MN,NORRIS CITY CORP,2941.0,13758.0,1793250.0,1003430065,40.717772917478705,-73.9831136963025
MN,"SIDE KICKS RIDGE ASSOCIATES,",10000.0,35045.0,2438100.0,1003450020,40.720501145624,-73.98269092036371
MN,147 RIDGE LLC,2500.0,2500.0,227700.0,1003450027,40.72014709869671,-73.98287138942821
MN,105 CLINTON CORP,2725.0,12630.0,1014750.0,1003480031,40.7182289130966,-73.98582276704809
MN,107 CLINTON CORP,2725.0,12630.0,952200.0,1003480032,40.7181657876159,-73.985855247391
MN,RIV LLC,2826.0,3600.0,579600.0,1003480055,40.7187008488678,-73.98455644679959
MN,91/93/95 HIGHGATE LLC,6633.0,32998.0,2743650.0,1003480064,40.718344058948105,-73.98477297615379
MN,159-161 STANTON LLC,2504.0,8201.0,883800.0,1003490016,40.720158368595,-73.9849529387801
MN,"49 CLINTON PROPERTIES,",2500.0,9853.0,1349550.0,1003490023,40.719760385586206,-73.9850071414528
MN,MONPIKE CORP,2700.0,13045.0,1798650.0,1003500050,40.72103104677021,-73.9838091356821
MN,OCEAN DRIVE HOLDINGS LLC,1260.0,7128.0,1367100.0,1003500055,40.7211408182686,-73.98367562795991
MN,"EL CARIBE HOUSING DEVELOPMENT FUND COMPA NY, INC.",1260.0,4825.0,926100.0,1003500056,40.721124341004796,-73.9836143028777
MN,489 SECOND AVENUE LL,2467.0,9975.0,954000.0,1009080031,40.740880365310396,-73.9791455257059
MN,SJ 161 LLC,2500.0,6750.0,957150.0,1003500067,40.7207235974859,-73.9835530726547
MN,STEFCAN ASSOCIATES INC,5050.0,6250.0,641700.0,1003500071,40.720435418329394,-73.9836974460861
MN,UNAVAILABLE OWNER,5090.0,16998.0,3838949.0,1001937512,40.7184136364434,-74.00334049721249
MN,176 STANTON STREET LLC,2500.0,9565.0,901350.0,1003500080,40.7203037139143,-73.9840113352183
MN,"122 NORFOLK STREET, LLC",5025.0,25650.0,3233250.0,1003530057,40.719348878344704,-73.9866883285861
MN,"URBAN-SCAPE , LLC",1173.0,4700.0,616050.0,1003530082,40.7184953025332,-73.9870781039771
MN,"153-155 NORFOLK STREET, LLC",5000.0,22500.0,2986200.0,1003540020,40.72056478943,-73.9865401755675
MN,146 STANTON ST RLTYCORP,1617.0,3608.0,702450.0,1003550073,40.72074308302221,-73.9855841323103
MN,144 STANTON STREET REALTY LLC,1584.0,4632.0,901800.0,1003550074,40.720765050553496,-73.9856598866487
MN,685 FIRST REALTY COM,49912.0,0.0,0.0,1009450033,40.7476748660569,-73.97206247597559
MN,PETER KNUD ANSEL 2012 IRREVOCABLE TRUST,2918.0,2750.0,572850.0,1009440005,40.74727719116971,-73.97338714996921
MN,15 EAST 26 L.L.C.,16590.0,140025.0,18557100.0,1008560011,,
MN,"42 AVENUE C, LLC",11733.0,16364.0,1377000.0,1003730002,40.7219554397608,-73.98004614239879
MN,"351 EAST 4TH STREET,   .",6347.0,27226.0,2402550.0,1003740043,40.7216586592934,-73.9781377980831
MN,NYC HOUSING AUTHORITY,2050.0,0.0,196200.0,1003750035,40.7224984280677,-73.9774773190661
MN,NYC HOUSING AUTHORITY,10038.0,11523.0,1058400.0,1003750063,40.7228473106031,-73.9790573687222
MN,"SANIKOLAUS, LLC",1881.0,7390.0,2228850.0,1003760004,40.723654230493004,-73.978844258952
MN,703 6TH INC.,2002.0,6970.0,503100.0,1003760062,40.7234977586995,-73.9787324691882
MN,710 EAST 9TH STREET HOUSING DEVELOPMENT  FUND CORP,10000.0,34728.0,4054950.0,1003780010,40.724869918404295,-73.9775775359364
MN,"402 ASSOCIATES,",2306.0,8883.0,649350.0,1003790010,40.7255093845436,-73.9772598315103
MN,139-141 AVENUE D HOUSING DEVELOPMENT FUN D CORP.,5626.0,21957.0,1763550.0,1003790034,40.7247020923365,-73.9756293863846
MN,"CONSOLIDATED EDISON CO.OF N.Y.,INC.",150421.0,0.0,0.0,1003830001,40.727575660562,-73.9747371732098
MN,NAZA REALTY CORP,2205.0,7875.0,1749150.0,1003840015,40.7215304522743,-73.98283856533949
MN,KENKELEBA HOUSE INC,6715.0,38876.0,3633300.0,1003850063,40.7220382368776,-73.98286729574059
MN,NYC HOUSING AUTHORITY,44380.0,132308.0,10169100.0,1003860033,40.7222245913589,-73.98102373625521
MN,REHABILITATION ACTNETC,4826.0,19548.0,1155600.0,1003900009,40.7252354674859,-73.9802904919092
MN,CASA VICTORIA HOUSING DEVELOPMENT FUND C O INC,24484.0,97000.0,13722750.0,1003900011,40.725026782173295,-73.9798071075616
MN,TOMPKINS PK MANSION OWNERS LTD,6541.0,22117.0,1878300.0,1003910003,40.7258530452115,-73.9803336034727
MN,"355 WEST 47TH ST., INC.",2711.0,10615.0,909450.0,1010380005,40.7615771832919,-73.98966157235141
MN,"RHODES, JUDITH",2139.0,4416.0,1287450.0,1003920005,40.7264979819838,-73.979864387951
MN,NYC DEPARTMENT OF PARKS AND RECREATION,1519.0,0.0,328050.0,1003910054,40.7254631928528,-73.97977450485601
MN,40-16 NATL ASSOC LLC,11540.0,11500.0,1753200.0,1003990008,40.72393785356729,-73.9845949184324
MN,JAMES ATAMANUK,3853.0,16433.0,1926900.0,1003990033,40.7231196785427,-73.982913917869
MN,50 AVENUE B ASSOCIATES L.P.,3840.0,19512.0,2103750.0,1003990030,40.7232404344701,-73.9828236941665
MN,44 AVE B LLC,1920.0,8052.0,1490850.0,1003990035,40.723031855373996,-73.9829752712584
MN,LIBERTY TOYE LLC,14076.0,71334.0,12194550.0,1004000031,40.7238058106033,-73.98253132148241
MN,"193 EAST 4 ST, LLC",2388.0,8045.0,1348200.0,1004000061,40.7242397265809,-73.9842232489788
MN,JRC REALTY,9488.0,41600.0,4888350.0,1004020011,40.725650378935704,-73.98314417080391
MN,510 EAST 11TH STREET LLC,1576.0,5301.0,1272150.0,1004040009,40.728016070886,-73.9812782528218
MN,RUSSN UKR POLISH PENT,4130.0,4962.0,423900.0,1004050039,40.7278456415568,-73.97977378176971
MN,NYC DEPARTMENT OF PARKS AND RECREATION,1581.0,0.0,342450.0,1004050029,40.728106335887105,-73.979448985057
MN,NYC HOUSING PRESERVATION AND DEVELOPMENT,2581.0,6483.0,1890000.0,1004050058,40.7284414927741,-73.9811843255282
MN,AVENUE A CORNER OWNER LLC,1200.0,3664.0,1105200.0,1004060002,40.7291605885721,-73.9810001129444
MN,BASILIO SCIENTIFIC ETAL,1100.0,1778.0,224100.0,1004060036,40.7284081822711,-73.979023149204
MN,THE WAYNE W. TRAUB TRUST UTD 11 08 18,1110.0,3228.0,866700.0,1004060035,40.728452092445295,-73.97899066345451
MN,507 EAST TWELFTH OWNERS CORP,2581.0,8750.0,1086750.0,1004060061,40.7290809438779,-73.98071870962859
MN,NAR APARTMENTS,2571.0,9785.0,1120050.0,1004070052,40.7295528942141,-73.97985624876199
MN,149 LUDLOW TENANTS INC.,2188.0,6940.0,1331550.0,1004110024,40.7208174937166,-73.9882429016056
MN,NISSELI REALTY CO.,1760.0,4010.0,769050.0,1004110073,40.720155982634296,-73.9880085280233
MN,73 ORCHARD,2196.0,8105.0,1524600.0,1004130050,40.717614589111,-73.990761435409
MN,ALLEN PLAZA ASSOCIATION,2493.0,7954.0,1652840.0,1004137501,40.717842461952706,-73.99151174666191
MN,132 ELDRIDGE ST HDFC  CORP,2101.0,11398.0,1028700.0,1004140032,40.718737255750206,-73.99154049243029
MN,ORSON HOLDING CORP,2190.0,10740.0,2037150.0,1004150076,40.719508390654795,-73.98978353831691
MN,UNAVAILABLE OWNER,5782.0,26854.0,6247350.0,1004417502,40.730807669766,-73.98243567485291
MN,FRIEDMAN DOROTHY,1839.0,5675.0,1744200.0,1011280060,40.7795944741169,-73.97654448378749
MN,COHN LAWRENCE J.,2043.0,6672.0,2051100.0,1011280152,40.7793335961499,-73.97592352686979
MN,NYC DEPARTMENT OF PARKS AND RECREATION,75584.0,2870.0,6168150.0,1004180001,40.7189075287051,-73.9929978907744
MN,134 WEST 74TH LIMITED PARTNERSHIP,2043.0,6265.0,1826550.0,1011450047,40.7790680010014,-73.97923466643029
MN,UNAVAILABLE OWNER,3342.0,18428.0,2849851.0,1002987503,40.715391353746796,-73.99102146807671
MN,NEW YORK SHUN ON REALTY DEVELOPMENT INC.,2500.0,10000.0,1260450.0,1004200045,40.7203978319158,-73.991496990984
MN,152 FORSYTH ST HOUSING DEVELOPMENT,2510.0,12000.0,598950.0,1004200046,40.7204582144775,-73.9914681228076
MN,HOON ON CO INC,5008.0,16657.0,1672650.0,1004200070,40.719846119974704,-73.9912914323933
MN,46 DELANCEY CORP,2500.0,9775.0,565200.0,1004200074,40.7198873011122,-73.9914212980266
MN,RCB3 NOMINEE LLC,50505.0,527982.0,88295850.0,1011710155,,
MN,"KENT & KEE MEE MUI CHIN,",2506.0,10830.0,787050.0,1004230025,40.718556255729,-73.99399358556859
MN,TONG FAT REALTY CORP,1333.0,3993.0,436500.0,1004230026,40.7183558858162,-73.9939467068373
MN,EVANGELICAL MISSION AND SEMINARY INTERNA TIONAL,1875.0,9365.0,702900.0,1004230027,40.718410784781206,-73.9940188508162
MN,TUM YING PU REALTY CORP,1875.0,7500.0,854100.0,1004230028,40.7184382366587,-73.9941018196965
MN,"169 BOWERY,",3068.0,14839.0,1540800.0,1004240010,40.7198600053391,-73.9937842315243
MN,YYY AND P REALTY LLC,2520.0,4356.0,1058850.0,1004240027,40.7198050865946,-73.9933621563712
MN,BALY CHOW REALTY CORP,2127.0,8508.0,1600650.0,1004240037,40.7193577051168,-73.99361472589341
MN,BOWERY SUN REALTY LLC,2634.0,19239.0,2301750.0,1004250013,40.7212296116596,-73.9932790396722
MN,T AND S REALTY CORP,3030.0,15120.0,1225800.0,1004250041,40.720392455988105,-73.9932069729841
MN,BOWERY MISSION & ETAL,4650.0,8979.0,983250.0,1004260009,40.7220420320695,-73.9928135715627
MN,9-11 STANTON STREET REALTY CORP.,2500.0,9795.0,1217250.0,1004260020,40.722442749104296,-73.9925357380325
MN,"HIGASHI, CHURI",1839.0,4995.0,1456200.0,1011970060,40.784770213475205,-73.97276911976
MN,UNAVAILABLE OWNER,2504.0,12944.0,2781450.0,1004277505,40.7234692824821,-73.992441822285
MN,DROBENKO NICHOLAS,3256.0,16924.0,1247400.0,1004290009,40.7236939542016,-73.98779864283641
MN,"HARAMAH, INC.",3416.0,9792.0,1438650.0,1004290014,40.7235100280027,-73.987542528085
MN,NYC HOUSING AUTHORITY,51645.0,138202.0,20627550.0,1004290021,40.7231037634361,-73.9871746183906
MN,"MAXANNE REALTY, INC.",1710.0,7800.0,1732500.0,1004290064,40.7232328493361,-73.98793582020929
MN,108 1ST LLC,1488.0,5535.0,1675800.0,1004340005,40.726581197544604,-73.9857019297893
MN,110 1ST LLC,1487.0,5465.0,1654650.0,1004340006,40.7266360881914,-73.9856658390768
MN,BADRI LLC,1487.0,5397.0,1633950.0,1004340008,40.7267376347285,-73.9855900513547
MN,118 EAST 7 LLC,2271.0,6800.0,1217250.0,1004340023,40.726207750315,-73.98446451038049
MN,JEISON REALTY CORPORATION,2270.0,9648.0,610200.0,1004340045,40.7261144923269,-73.9849443782074
MN,417 E 6 LLC,2270.0,10386.0,1156950.0,1004340049,40.726229807638504,-73.9852185503933
MN,"CLEAR DAVINCI, LLC",1945.0,4060.0,718200.0,1004340054,40.7263780693491,-73.98557208970641
MN,NIVON MARTA,1611.0,3590.0,1046700.0,1012260123,40.7927398953184,-73.96874989850579
MN,FIRST BAPTIST CHURCH,12750.0,16676.0,7384050.0,1012270006,40.784261215598995,-73.9802369092816
MN,TAHER A MAFLAHI,1686.0,5248.0,1588950.0,1004350031,40.726597362439605,-73.9834361704871
MN,132 ST. MARKS PLACELIMITED LIABILITY COM PANY,1727.0,10038.0,1813950.0,1004350030,40.7266604850849,-73.9833892521642
MN,121 AVE A RLTY CORP,1709.0,5260.0,1592550.0,1004350032,40.7265397287704,-73.9834794794722
MN,VOYAGE ASSETS LLC,3522.0,13405.0,1923300.0,1004360048,40.7273632589656,-73.98421529363071
MN,"K&T REALTY ASSOCIATES,",2583.0,10309.0,782100.0,1004370012,40.7282826997235,-73.98383623766041
MN,256 EAST 10TH STREET NY LLC,4060.0,18534.0,2793600.0,1004370010,40.7283293762215,-73.98394807388091
MN,ST NICHOLAS IND CH,5980.0,10608.0,738450.0,1004370025,40.7278351284732,-73.98262768013059
MN,149 MANAGEMENT CORP,2975.0,10326.0,917550.0,1004370029,40.7276100828464,-73.9827900963811
MN,LOZYNSKYJ ASKOLD S,2306.0,5323.0,1552050.0,1004370043,40.727953318336795,-73.98376055029121
MN,9TH STREET APT INC,1415.0,3765.0,1097550.0,1004370040,40.7278627142571,-73.9835693504923
MN,NINTH ST APT INC,1415.0,3396.0,966150.0,1004370041,40.727884680016,-73.9836234644938
MN,MARLIN REALTY ASSOCIATES,2212.0,9195.0,1428750.0,1004370042,40.727914881040505,-73.9836847924394
MN,417 E. 9TH ST. ASSOC.,2306.0,9410.0,1541700.0,1004370044,40.7279862665773,-73.9838399175285
MN,UNAVAILABLE OWNER,725.0,4350.0,850500.0,1004370133,40.72746187354671,-73.9828406457923
MN,CASABEL LLC,2256.0,9577.0,2899800.0,1004380001,40.728746597150796,-73.98407786166241
